Fecha;Provincia;Consumo energético (kWh/m²);Media de residentes;Potencia contratada (kW);Tipo de vivienda
2024-12-05;Albacete;169.08;3.7;5.5;Casa unifamiliar
2024-12-05;Alicante;221.54;4.5;4.4;Dúplex
2024-12-05;Almería;21.68;2.6;5.5;Dúplex
2024-12-05;Asturias;71.23;4.6;7.7;Piso
2024-12-05;Ávila;174.06;4.6;7.7;Adosado
2024-12-05;Badajoz;121.25;3.9;7.7;Adosado
2024-12-05;Baleares;83.0;3.3;5.5;Adosado
2024-12-05;Barcelona;242.73;1.9;3.3;Dúplex
2024-12-05;Burgos;247.72;4.2;3.3;Dúplex
2024-12-05;Cáceres;193.7;2.0;6.6;Piso
2024-12-05;Cádiz;244.98;2.4;6.6;Casa unifamiliar
2024-12-05;Cantabria;227.95;3.2;3.3;Piso
2024-12-05;Castellón;293.14;1.0;5.5;Casa unifamiliar
2024-12-05;Ciudad Real;214.57;2.4;7.7;Piso
2024-12-05;Córdoba;81.24;3.6;6.6;Piso
2024-12-05;La Coruña;179.83;4.4;5.5;Adosado
2024-12-05;Cuenca;232.04;2.0;7.7;Adosado
2024-12-05;Gerona;78.94;1.8;4.4;Adosado
2024-12-05;Granada;227.57;1.7;6.6;Casa unifamiliar
2024-12-05;Guadalajara;125.94;1.1;4.4;Casa unifamiliar
2024-12-05;Guipúzcoa;74.15;2.3;5.5;Piso
2024-12-05;Huelva;263.6;4.1;7.7;Adosado
2024-12-05;Huesca;138.5;4.8;5.5;Adosado
2024-12-05;Jaén;231.2;3.0;6.6;Dúplex
2024-12-05;León;96.35;4.4;6.6;Piso
2024-12-05;Lérida;124.44;2.1;4.4;Casa unifamiliar
2024-12-05;Lugo;250.61;2.8;4.4;Dúplex
2024-12-05;Madrid;141.39;3.5;7.7;Piso
2024-12-05;Málaga;102.41;4.4;4.4;Piso
2024-12-05;Murcia;55.59;2.3;5.5;Casa unifamiliar
2024-12-05;Navarra;284.88;2.3;7.7;Dúplex
2024-12-05;Orense;83.65;2.8;7.7;Dúplex
2024-12-05;Palencia;160.54;2.5;5.5;Dúplex
2024-12-05;Las Palmas;84.69;1.8;6.6;Piso
2024-12-05;Pontevedra;127.52;3.1;5.5;Casa unifamiliar
2024-12-05;La Rioja;248.31;2.0;7.7;Dúplex
2024-12-05;Salamanca;26.2;4.3;7.7;Piso
2024-12-05;Segovia;294.49;2.1;7.7;Piso
2024-12-05;Sevilla;150.26;2.8;3.3;Casa unifamiliar
2024-12-05;Soria;132.35;3.0;5.5;Dúplex
2024-12-05;Tarragona;67.11;1.4;4.4;Adosado
2024-12-05;Santa Cruz de Tenerife;208.58;1.3;5.5;Adosado
2024-12-05;Teruel;70.0;1.5;4.4;Casa unifamiliar
2024-12-05;Toledo;162.12;3.5;5.5;Casa unifamiliar
2024-12-05;Valencia;217.88;4.9;3.3;Adosado
2024-12-05;Valladolid;130.2;4.8;4.4;Piso
2024-12-05;Vizcaya;288.12;3.8;6.6;Piso
2024-12-05;Zamora;198.42;4.1;6.6;Casa unifamiliar
2024-12-05;Zaragoza;293.94;3.5;7.7;Piso
2024-12-06;Álava;260.43;4.3;3.3;Piso
2024-12-06;Albacete;210.4;2.5;5.5;Casa unifamiliar
2024-12-06;Alicante;168.44;1.4;6.6;Casa unifamiliar
2024-12-06;Almería;88.19;2.0;3.3;Adosado
2024-12-06;Asturias;250.49;3.1;3.3;Adosado
2024-12-06;Ávila;161.34;4.7;5.5;Dúplex
2024-12-06;Badajoz;43.35;2.2;6.6;Piso
2024-12-06;Baleares;96.3;1.3;7.7;Casa unifamiliar
2024-12-06;Barcelona;291.9;1.2;4.4;Dúplex
2024-12-06;Burgos;232.54;3.7;4.4;Dúplex
2024-12-06;Cáceres;260.65;3.6;5.5;Adosado
2024-12-06;Cádiz;101.9;2.9;4.4;Piso
2024-12-06;Cantabria;246.5;4.1;3.3;Dúplex
2024-12-06;Castellón;206.37;1.2;5.5;Adosado
2024-12-06;Ciudad Real;109.54;3.1;3.3;Dúplex
2024-12-06;Córdoba;271.45;2.1;4.4;Adosado
2024-12-06;La Coruña;111.94;4.5;3.3;Dúplex
2024-12-06;Cuenca;42.98;3.4;7.7;Casa unifamiliar
2024-12-06;Gerona;224.11;3.0;4.4;Adosado
2024-12-06;Granada;67.43;1.8;4.4;Dúplex
2024-12-06;Guadalajara;40.75;4.0;3.3;Piso
2024-12-06;Guipúzcoa;138.57;1.1;6.6;Piso
2024-12-06;Huelva;97.23;2.4;7.7;Piso
2024-12-06;Huesca;141.81;4.5;3.3;Dúplex
2024-12-06;Jaén;115.51;2.0;7.7;Casa unifamiliar
2024-12-06;León;279.44;2.3;7.7;Adosado
2024-12-06;Lérida;163.41;3.7;6.6;Dúplex
2024-12-06;Lugo;264.05;3.4;5.5;Dúplex
2024-12-06;Madrid;247.27;2.6;6.6;Piso
2024-12-06;Málaga;272.58;3.9;5.5;Casa unifamiliar
2024-12-06;Murcia;242.72;2.2;5.5;Dúplex
2024-12-06;Navarra;137.46;3.9;7.7;Adosado
2024-12-06;Orense;265.38;5.0;4.4;Adosado
2024-12-06;Palencia;96.12;3.8;6.6;Casa unifamiliar
2024-12-06;Las Palmas;234.07;3.1;5.5;Casa unifamiliar
2024-12-06;Pontevedra;32.96;2.1;5.5;Adosado
2024-12-06;La Rioja;116.77;4.7;5.5;Dúplex
2024-12-06;Salamanca;24.07;2.7;7.7;Piso
2024-12-06;Segovia;146.95;4.1;4.4;Adosado
2024-12-06;Sevilla;53.31;3.1;6.6;Adosado
2024-12-06;Soria;183.29;3.3;4.4;Casa unifamiliar
2024-12-06;Tarragona;139.59;3.8;3.3;Dúplex
2024-12-06;Santa Cruz de Tenerife;217.38;3.2;5.5;Adosado
2024-12-06;Teruel;76.16;3.3;7.7;Piso
2024-12-06;Toledo;196.04;3.7;6.6;Casa unifamiliar
2024-12-06;Valencia;280.9;1.7;5.5;Adosado
2024-12-06;Valladolid;136.63;3.4;3.3;Piso
2024-12-06;Vizcaya;217.54;3.7;7.7;Adosado
2024-12-06;Zamora;191.2;3.5;6.6;Adosado
2024-12-06;Zaragoza;176.85;2.4;7.7;Casa unifamiliar
2024-12-07;Álava;147.26;1.4;6.6;Casa unifamiliar
2024-12-07;Albacete;89.49;4.7;7.7;Adosado
2024-12-07;Alicante;166.63;1.6;5.5;Adosado
2024-12-07;Almería;250.59;2.2;7.7;Casa unifamiliar
2024-12-07;Asturias;254.72;1.1;3.3;Casa unifamiliar
2024-12-07;Ávila;45.41;4.7;3.3;Adosado
2024-12-07;Badajoz;106.56;2.5;6.6;Dúplex
2024-12-07;Baleares;109.8;2.9;7.7;Adosado
2024-12-07;Barcelona;242.19;3.6;6.6;Casa unifamiliar
2024-12-07;Burgos;260.23;2.2;6.6;Piso
2024-12-07;Cáceres;234.67;3.1;4.4;Piso
2024-12-07;Cádiz;154.94;1.5;5.5;Dúplex
2024-12-07;Cantabria;296.09;4.0;7.7;Casa unifamiliar
2024-12-07;Castellón;237.99;2.3;7.7;Dúplex
2024-12-07;Ciudad Real;130.4;2.8;4.4;Piso
2024-12-07;Córdoba;145.67;4.7;7.7;Piso
2024-12-07;La Coruña;242.94;3.6;5.5;Adosado
2024-12-07;Cuenca;264.2;2.7;4.4;Dúplex
2024-12-07;Gerona;225.69;3.7;3.3;Dúplex
2024-12-07;Granada;287.28;3.0;7.7;Adosado
2024-12-07;Guadalajara;260.03;4.3;3.3;Adosado
2024-12-07;Guipúzcoa;149.78;4.1;3.3;Casa unifamiliar
2024-12-07;Huelva;42.53;2.8;7.7;Adosado
2024-12-07;Huesca;263.1;4.2;5.5;Piso
2024-12-07;Jaén;166.56;2.1;7.7;Casa unifamiliar
2024-12-07;León;153.42;4.7;3.3;Adosado
2024-12-07;Lérida;183.47;1.9;7.7;Casa unifamiliar
2024-12-07;Lugo;57.82;1.7;3.3;Dúplex
2024-12-07;Madrid;299.94;2.7;5.5;Casa unifamiliar
2024-12-07;Málaga;67.87;1.1;7.7;Casa unifamiliar
2024-12-07;Murcia;238.45;2.3;3.3;Adosado
2024-12-07;Navarra;131.54;4.8;4.4;Piso
2024-12-07;Orense;29.4;2.2;6.6;Piso
2024-12-07;Palencia;172.17;2.9;6.6;Casa unifamiliar
2024-12-07;Las Palmas;50.23;1.1;6.6;Casa unifamiliar
2024-12-07;Pontevedra;107.22;3.5;5.5;Casa unifamiliar
2024-12-07;La Rioja;22.69;2.3;5.5;Piso
2024-12-07;Salamanca;231.98;4.8;4.4;Adosado
2024-12-07;Segovia;170.59;4.2;5.5;Casa unifamiliar
2024-12-07;Sevilla;256.11;4.1;3.3;Casa unifamiliar
2024-12-07;Soria;65.44;2.8;5.5;Piso
2024-12-07;Tarragona;233.74;3.1;3.3;Casa unifamiliar
2024-12-07;Santa Cruz de Tenerife;31.67;2.6;3.3;Piso
2024-12-07;Teruel;198.89;4.7;3.3;Dúplex
2024-12-07;Toledo;43.3;4.4;4.4;Adosado
2024-12-07;Valencia;280.66;3.6;5.5;Piso
2024-12-07;Valladolid;116.32;1.8;3.3;Casa unifamiliar
2024-12-07;Vizcaya;183.49;2.6;3.3;Adosado
2024-12-07;Zamora;71.32;2.6;7.7;Casa unifamiliar
2024-12-07;Zaragoza;28.57;3.6;6.6;Piso
2024-12-08;Álava;205.79;3.8;7.7;Casa unifamiliar
2024-12-08;Albacete;227.95;3.2;6.6;Casa unifamiliar
2024-12-08;Alicante;196.2;4.3;3.3;Casa unifamiliar
2024-12-08;Almería;126.03;4.4;7.7;Piso
2024-12-08;Asturias;240.86;2.4;5.5;Dúplex
2024-12-08;Ávila;194.85;3.4;6.6;Casa unifamiliar
2024-12-08;Badajoz;178.37;3.0;6.6;Adosado
2024-12-08;Baleares;229.79;2.1;4.4;Adosado
2024-12-08;Barcelona;153.47;1.8;4.4;Dúplex
2024-12-08;Burgos;296.7;2.9;7.7;Adosado
2024-12-08;Cáceres;175.46;3.3;3.3;Piso
2024-12-08;Cádiz;34.54;2.9;4.4;Adosado
2024-12-08;Cantabria;292.25;3.2;3.3;Piso
2024-12-08;Castellón;203.82;4.6;6.6;Adosado
2024-12-08;Ciudad Real;200.87;3.3;7.7;Adosado
2024-12-08;Córdoba;210.65;2.6;6.6;Piso
2024-12-08;La Coruña;89.68;1.1;3.3;Casa unifamiliar
2024-12-08;Cuenca;103.12;3.3;7.7;Casa unifamiliar
2024-12-08;Gerona;100.22;1.4;5.5;Piso
2024-12-08;Granada;289.71;4.6;4.4;Adosado
2024-12-08;Guadalajara;109.4;1.6;7.7;Adosado
2024-12-08;Guipúzcoa;242.54;4.1;7.7;Dúplex
2024-12-08;Huelva;48.2;4.4;7.7;Dúplex
2024-12-08;Huesca;265.39;2.0;5.5;Adosado
2024-12-08;Jaén;125.82;4.5;4.4;Dúplex
2024-12-08;León;266.43;1.9;4.4;Piso
2024-12-08;Lérida;147.44;3.4;3.3;Casa unifamiliar
2024-12-08;Lugo;120.65;2.3;6.6;Dúplex
2024-12-08;Madrid;158.83;3.1;3.3;Casa unifamiliar
2024-12-08;Málaga;196.94;2.0;6.6;Piso
2024-12-08;Murcia;190.18;1.6;4.4;Casa unifamiliar
2024-12-08;Navarra;86.75;4.9;5.5;Dúplex
2024-12-08;Orense;292.3;1.4;6.6;Casa unifamiliar
2024-12-08;Palencia;87.72;4.9;6.6;Dúplex
2024-12-08;Las Palmas;287.66;3.3;4.4;Piso
2024-12-08;Pontevedra;129.78;4.0;3.3;Adosado
2024-12-08;La Rioja;277.23;1.4;3.3;Piso
2024-12-08;Salamanca;23.78;2.7;4.4;Casa unifamiliar
2024-12-08;Segovia;288.37;1.4;6.6;Piso
2024-12-08;Sevilla;202.2;2.5;5.5;Casa unifamiliar
2024-12-08;Soria;165.9;3.7;5.5;Adosado
2024-12-08;Tarragona;38.75;2.6;6.6;Piso
2024-12-08;Santa Cruz de Tenerife;73.66;3.7;6.6;Adosado
2024-12-08;Teruel;191.95;1.2;4.4;Casa unifamiliar
2024-12-08;Toledo;123.74;4.9;5.5;Adosado
2024-12-08;Valencia;62.31;4.9;4.4;Adosado
2024-12-08;Valladolid;214.32;2.5;7.7;Piso
2024-12-08;Vizcaya;70.38;3.7;6.6;Casa unifamiliar
2024-12-08;Zamora;186.85;3.6;3.3;Casa unifamiliar
2024-12-08;Zaragoza;241.86;3.2;5.5;Adosado
2024-12-09;Álava;27.97;4.0;5.5;Adosado
2024-12-09;Albacete;36.31;2.3;4.4;Dúplex
2024-12-09;Alicante;125.03;4.2;5.5;Adosado
2024-12-09;Almería;278.85;1.7;6.6;Casa unifamiliar
2024-12-09;Asturias;34.62;2.1;4.4;Dúplex
2024-12-09;Ávila;24.65;2.9;6.6;Dúplex
2024-12-09;Badajoz;45.38;1.1;6.6;Dúplex
2024-12-09;Baleares;198.9;2.0;6.6;Casa unifamiliar
2024-12-09;Barcelona;289.48;1.0;5.5;Casa unifamiliar
2024-12-09;Burgos;84.52;1.9;6.6;Dúplex
2024-12-09;Cáceres;83.03;3.2;7.7;Dúplex
2024-12-09;Cádiz;233.07;4.5;7.7;Casa unifamiliar
2024-12-09;Cantabria;192.61;2.3;4.4;Adosado
2024-12-09;Castellón;103.65;2.3;3.3;Piso
2024-12-09;Ciudad Real;122.71;2.6;7.7;Adosado
2024-12-09;Córdoba;211.24;2.8;5.5;Casa unifamiliar
2024-12-09;La Coruña;291.47;4.0;6.6;Dúplex
2024-12-09;Cuenca;288.65;2.6;7.7;Casa unifamiliar
2024-12-09;Gerona;97.26;1.0;5.5;Adosado
2024-12-09;Granada;163.26;2.9;5.5;Casa unifamiliar
2024-12-09;Guadalajara;227.55;4.3;5.5;Casa unifamiliar
2024-12-09;Guipúzcoa;276.24;4.7;4.4;Casa unifamiliar
2024-12-09;Huelva;229.44;3.7;5.5;Casa unifamiliar
2024-12-09;Huesca;124.53;2.5;7.7;Adosado
2024-12-09;Jaén;57.71;3.8;6.6;Piso
2024-12-09;León;96.94;1.3;4.4;Piso
2024-12-09;Lérida;175.7;1.9;5.5;Casa unifamiliar
2024-12-09;Lugo;99.96;1.7;4.4;Casa unifamiliar
2024-12-09;Madrid;267.03;4.8;4.4;Piso
2024-12-09;Málaga;24.63;3.0;3.3;Adosado
2024-12-09;Murcia;65.64;3.6;4.4;Casa unifamiliar
2024-12-09;Navarra;285.47;4.4;5.5;Dúplex
2024-12-09;Orense;51.79;4.8;6.6;Piso
2024-12-09;Palencia;145.93;3.8;4.4;Casa unifamiliar
2024-12-09;Las Palmas;70.28;4.2;4.4;Casa unifamiliar
2024-12-09;Pontevedra;222.19;3.2;3.3;Piso
2024-12-09;La Rioja;214.8;2.5;4.4;Adosado
2024-12-09;Salamanca;299.46;2.6;7.7;Piso
2024-12-09;Segovia;159.82;1.7;6.6;Piso
2024-12-09;Sevilla;207.58;3.8;6.6;Piso
2024-12-09;Soria;194.7;1.8;6.6;Dúplex
2024-12-09;Tarragona;88.54;3.1;7.7;Adosado
2024-12-09;Santa Cruz de Tenerife;116.11;2.3;5.5;Dúplex
2024-12-09;Teruel;291.02;4.8;6.6;Adosado
2024-12-09;Toledo;127.33;2.1;7.7;Adosado
2024-12-09;Valencia;41.36;2.0;3.3;Adosado
2024-12-09;Valladolid;230.95;3.5;6.6;Casa unifamiliar
2024-12-09;Vizcaya;68.58;1.3;3.3;Dúplex
2024-12-09;Zamora;162.33;4.1;4.4;Adosado
2024-12-09;Zaragoza;255.18;1.5;6.6;Casa unifamiliar
2024-12-10;Álava;88.92;4.6;6.6;Casa unifamiliar
2024-12-10;Albacete;50.21;4.5;6.6;Adosado
2024-12-10;Alicante;91.51;2.9;3.3;Adosado
2024-12-10;Almería;224.3;2.3;6.6;Dúplex
2024-12-10;Asturias;84.85;3.2;5.5;Piso
2024-12-10;Ávila;205.31;3.4;6.6;Adosado
2024-12-10;Badajoz;92.83;1.3;7.7;Dúplex
2024-12-10;Baleares;256.4;2.1;7.7;Adosado
2024-12-10;Barcelona;191.02;4.8;3.3;Piso
2024-12-10;Burgos;126.45;1.2;5.5;Dúplex
2024-12-10;Cáceres;275.38;4.9;7.7;Dúplex
2024-12-10;Cádiz;69.06;4.6;7.7;Piso
2024-12-10;Cantabria;226.24;1.0;3.3;Piso
2024-12-10;Castellón;27.13;4.4;4.4;Adosado
2024-12-10;Ciudad Real;41.19;2.2;7.7;Casa unifamiliar
2024-12-10;Córdoba;20.62;2.6;6.6;Piso
2024-12-10;La Coruña;275.01;3.2;3.3;Piso
2024-12-10;Cuenca;120.33;2.0;4.4;Adosado
2024-12-10;Gerona;199.88;1.0;3.3;Adosado
2024-12-10;Granada;175.58;2.5;7.7;Dúplex
2024-12-10;Guadalajara;271.75;2.8;4.4;Adosado
2024-12-10;Guipúzcoa;263.78;4.0;6.6;Adosado
2024-12-10;Huelva;209.07;1.4;4.4;Casa unifamiliar
2024-12-10;Huesca;109.21;4.7;6.6;Dúplex
2024-12-10;Jaén;131.26;2.7;7.7;Piso
2024-12-10;León;102.17;1.4;4.4;Piso
2024-12-10;Lérida;126.26;1.6;3.3;Piso
2024-12-10;Lugo;216.93;4.7;6.6;Piso
2024-12-10;Madrid;22.41;4.8;5.5;Casa unifamiliar
2024-12-10;Málaga;69.59;3.5;5.5;Dúplex
2024-12-10;Murcia;29.12;2.1;3.3;Dúplex
2024-12-10;Navarra;184.59;2.5;3.3;Piso
2024-12-10;Orense;37.83;3.5;3.3;Piso
2024-12-10;Palencia;197.81;4.8;7.7;Adosado
2024-12-10;Las Palmas;259.92;4.2;4.4;Piso
2024-12-10;Pontevedra;120.23;3.4;3.3;Adosado
2024-12-10;La Rioja;175.82;3.1;7.7;Casa unifamiliar
2024-12-10;Salamanca;274.11;5.0;5.5;Casa unifamiliar
2024-12-10;Segovia;237.03;2.8;7.7;Piso
2024-12-10;Sevilla;200.05;1.1;5.5;Adosado
2024-12-10;Soria;130.23;2.7;5.5;Adosado
2024-12-10;Tarragona;235.02;2.8;3.3;Dúplex
2024-12-10;Santa Cruz de Tenerife;163.0;3.8;3.3;Dúplex
2024-12-10;Teruel;27.81;1.6;4.4;Piso
2024-12-10;Toledo;124.45;4.1;7.7;Casa unifamiliar
2024-12-10;Valencia;52.21;4.0;7.7;Casa unifamiliar
2024-12-10;Valladolid;278.17;2.2;6.6;Dúplex
2024-12-10;Vizcaya;158.37;2.8;5.5;Dúplex
2024-12-10;Zamora;285.03;4.9;6.6;Casa unifamiliar
2024-12-10;Zaragoza;268.69;2.9;6.6;Dúplex
2024-12-11;Álava;280.04;2.9;7.7;Piso
2024-12-11;Albacete;86.39;2.4;6.6;Dúplex
2024-12-11;Alicante;127.22;3.9;4.4;Piso
2024-12-11;Almería;212.24;1.4;4.4;Adosado
2024-12-11;Asturias;188.23;3.8;5.5;Adosado
2024-12-11;Ávila;85.4;3.0;6.6;Piso
2024-12-11;Badajoz;30.59;3.0;7.7;Casa unifamiliar
2024-12-11;Baleares;85.31;1.9;5.5;Adosado
2024-12-11;Barcelona;237.64;3.5;7.7;Adosado
2024-12-11;Burgos;202.82;1.7;3.3;Adosado
2024-12-11;Cáceres;202.17;3.8;3.3;Dúplex
2024-12-11;Cádiz;38.93;2.6;6.6;Casa unifamiliar
2024-12-11;Cantabria;86.85;4.8;7.7;Casa unifamiliar
2024-12-11;Castellón;66.4;2.8;5.5;Casa unifamiliar
2024-12-11;Ciudad Real;274.8;2.9;3.3;Piso
2024-12-11;Córdoba;34.43;2.8;4.4;Adosado
2024-12-11;La Coruña;50.48;2.8;3.3;Casa unifamiliar
2024-12-11;Cuenca;186.43;1.4;7.7;Casa unifamiliar
2024-12-11;Gerona;245.35;1.5;5.5;Adosado
2024-12-11;Granada;106.55;2.6;4.4;Dúplex
2024-12-11;Guadalajara;56.68;3.5;7.7;Casa unifamiliar
2024-12-11;Guipúzcoa;287.27;2.0;4.4;Casa unifamiliar
2024-12-11;Huelva;243.01;3.5;7.7;Piso
2024-12-11;Huesca;143.62;5.0;3.3;Piso
2024-12-11;Jaén;135.78;3.7;7.7;Piso
2024-12-11;León;178.41;3.6;7.7;Dúplex
2024-12-11;Lérida;191.83;3.2;3.3;Adosado
2024-12-11;Lugo;143.28;3.6;3.3;Dúplex
2024-12-11;Madrid;202.58;2.3;4.4;Piso
2024-12-11;Málaga;44.05;4.1;4.4;Piso
2024-12-11;Murcia;180.49;2.9;4.4;Casa unifamiliar
2024-12-11;Navarra;191.67;1.0;4.4;Piso
2024-12-11;Orense;212.34;4.9;7.7;Dúplex
2024-12-11;Palencia;113.53;1.8;6.6;Casa unifamiliar
2024-12-11;Las Palmas;288.21;3.7;6.6;Adosado
2024-12-11;Pontevedra;260.58;3.4;7.7;Piso
2024-12-11;La Rioja;272.09;3.4;3.3;Piso
2024-12-11;Salamanca;38.32;4.5;7.7;Piso
2024-12-11;Segovia;101.65;3.0;5.5;Casa unifamiliar
2024-12-11;Sevilla;152.17;1.4;4.4;Adosado
2024-12-11;Soria;69.36;1.2;4.4;Dúplex
2024-12-11;Tarragona;270.79;4.4;4.4;Adosado
2024-12-11;Santa Cruz de Tenerife;264.85;1.5;3.3;Casa unifamiliar
2024-12-11;Teruel;236.06;1.9;3.3;Casa unifamiliar
2024-12-11;Toledo;228.07;4.1;6.6;Adosado
2024-12-11;Valencia;184.16;2.4;7.7;Casa unifamiliar
2024-12-11;Valladolid;232.26;1.4;5.5;Dúplex
2024-12-11;Vizcaya;244.59;3.5;3.3;Adosado
2024-12-11;Zamora;270.01;1.9;6.6;Casa unifamiliar
2024-12-11;Zaragoza;43.98;4.8;5.5;Casa unifamiliar
2024-12-12;Álava;117.52;4.1;7.7;Adosado
2024-12-12;Albacete;165.7;4.6;6.6;Piso
2024-12-12;Alicante;164.8;3.8;3.3;Dúplex
2024-12-12;Almería;198.0;1.3;7.7;Adosado
2024-12-12;Asturias;70.4;1.5;6.6;Piso
2024-12-12;Ávila;206.04;2.3;4.4;Dúplex
2024-12-12;Badajoz;247.47;2.3;4.4;Piso
2024-12-12;Baleares;180.63;1.7;5.5;Piso
2024-12-12;Barcelona;216.72;4.8;3.3;Dúplex
2024-12-12;Burgos;295.19;1.8;5.5;Adosado
2024-12-12;Cáceres;223.18;4.3;3.3;Dúplex
2024-12-12;Cádiz;219.87;1.7;5.5;Adosado
2024-12-12;Cantabria;217.81;1.8;7.7;Piso
2024-12-12;Castellón;65.86;4.2;4.4;Piso
2024-12-12;Ciudad Real;150.26;1.6;6.6;Dúplex
2024-12-12;Córdoba;118.29;2.6;7.7;Casa unifamiliar
2024-12-12;La Coruña;147.12;3.8;3.3;Dúplex
2024-12-12;Cuenca;212.76;4.2;3.3;Piso
2024-12-12;Gerona;267.55;2.8;6.6;Casa unifamiliar
2024-12-12;Granada;215.01;2.1;6.6;Piso
2024-12-12;Guadalajara;253.1;4.2;4.4;Piso
2024-12-12;Guipúzcoa;209.56;1.3;5.5;Adosado
2024-12-12;Huelva;218.36;4.9;7.7;Dúplex
2024-12-12;Huesca;271.62;3.3;6.6;Dúplex
2024-12-12;Jaén;248.05;2.0;5.5;Dúplex
2024-12-12;León;89.46;4.3;5.5;Piso
2024-12-12;Lérida;147.07;1.7;7.7;Adosado
2024-12-12;Lugo;281.47;3.1;3.3;Adosado
2024-12-12;Madrid;84.18;3.0;5.5;Adosado
2024-12-12;Málaga;150.3;4.7;3.3;Piso
2024-12-12;Murcia;31.83;2.1;4.4;Casa unifamiliar
2024-12-12;Navarra;202.88;4.6;3.3;Dúplex
2024-12-12;Orense;161.97;2.4;7.7;Casa unifamiliar
2024-12-12;Palencia;36.51;3.4;4.4;Dúplex
2024-12-12;Las Palmas;109.33;3.0;6.6;Casa unifamiliar
2024-12-12;Pontevedra;231.55;4.5;6.6;Piso
2024-12-12;La Rioja;184.8;4.1;4.4;Dúplex
2024-12-12;Salamanca;84.57;3.7;6.6;Dúplex
2024-12-12;Segovia;258.12;3.9;3.3;Casa unifamiliar
2024-12-12;Sevilla;252.74;1.1;6.6;Adosado
2024-12-12;Soria;205.36;3.8;3.3;Dúplex
2024-12-12;Tarragona;50.99;3.2;5.5;Adosado
2024-12-12;Santa Cruz de Tenerife;91.77;1.8;3.3;Dúplex
2024-12-12;Teruel;254.93;3.9;3.3;Piso
2024-12-12;Toledo;216.59;1.3;5.5;Dúplex
2024-12-12;Valencia;271.82;3.4;7.7;Dúplex
2024-12-12;Valladolid;295.93;3.0;4.4;Piso
2024-12-12;Vizcaya;194.99;4.3;4.4;Piso
2024-12-12;Zamora;256.76;1.2;5.5;Dúplex
2024-12-12;Zaragoza;203.33;2.1;4.4;Dúplex
2024-12-13;Álava;243.99;3.5;6.6;Casa unifamiliar
2024-12-13;Albacete;211.98;4.7;7.7;Casa unifamiliar
2024-12-13;Alicante;64.71;4.4;3.3;Adosado
2024-12-13;Almería;172.03;2.9;4.4;Adosado
2024-12-13;Asturias;277.64;1.8;4.4;Adosado
2024-12-13;Ávila;242.72;2.4;4.4;Piso
2024-12-13;Badajoz;68.91;1.6;6.6;Dúplex
2024-12-13;Baleares;81.07;3.2;3.3;Adosado
2024-12-13;Barcelona;257.57;2.9;4.4;Dúplex
2024-12-13;Burgos;66.58;2.8;7.7;Adosado
2024-12-13;Cáceres;159.91;3.9;7.7;Adosado
2024-12-13;Cádiz;249.78;2.2;6.6;Adosado
2024-12-13;Cantabria;164.1;4.2;7.7;Piso
2024-12-13;Castellón;217.68;2.1;3.3;Piso
2024-12-13;Ciudad Real;114.85;4.9;7.7;Adosado
2024-12-13;Córdoba;187.44;4.7;6.6;Dúplex
2024-12-13;La Coruña;231.0;2.9;6.6;Dúplex
2024-12-13;Cuenca;186.42;1.5;3.3;Adosado
2024-12-13;Gerona;276.85;3.4;6.6;Piso
2024-12-13;Granada;135.26;5.0;5.5;Piso
2024-12-13;Guadalajara;286.6;1.4;3.3;Adosado
2024-12-13;Guipúzcoa;109.69;2.5;3.3;Piso
2024-12-13;Huelva;250.62;2.9;3.3;Adosado
2024-12-13;Huesca;104.92;4.8;7.7;Adosado
2024-12-13;Jaén;80.03;2.2;3.3;Casa unifamiliar
2024-12-13;León;152.71;1.7;7.7;Adosado
2024-12-13;Lérida;220.88;1.6;3.3;Piso
2024-12-13;Lugo;130.62;2.2;6.6;Adosado
2024-12-13;Madrid;210.75;3.0;3.3;Dúplex
2024-12-13;Málaga;34.88;3.2;7.7;Adosado
2024-12-13;Murcia;105.46;1.7;5.5;Dúplex
2024-12-13;Navarra;273.32;3.4;4.4;Casa unifamiliar
2024-12-13;Orense;28.08;4.2;3.3;Dúplex
2024-12-13;Palencia;250.28;3.8;7.7;Piso
2024-12-13;Las Palmas;164.87;4.3;7.7;Adosado
2024-12-13;Pontevedra;273.79;1.7;7.7;Dúplex
2024-12-13;La Rioja;212.82;2.3;6.6;Piso
2024-12-13;Salamanca;282.39;4.1;5.5;Casa unifamiliar
2024-12-13;Segovia;152.73;2.3;3.3;Dúplex
2024-12-13;Sevilla;178.22;2.0;6.6;Casa unifamiliar
2024-12-13;Soria;257.12;4.1;6.6;Dúplex
2024-12-13;Tarragona;85.17;3.4;7.7;Dúplex
2024-12-13;Santa Cruz de Tenerife;91.61;2.0;5.5;Piso
2024-12-13;Teruel;191.6;2.5;4.4;Piso
2024-12-13;Toledo;157.07;2.6;3.3;Adosado
2024-12-13;Valencia;298.02;4.9;6.6;Casa unifamiliar
2024-12-13;Valladolid;267.89;2.6;7.7;Casa unifamiliar
2024-12-13;Vizcaya;135.8;1.6;4.4;Casa unifamiliar
2024-12-13;Zamora;154.16;3.3;3.3;Piso
2024-12-13;Zaragoza;94.37;4.2;3.3;Casa unifamiliar
2024-12-14;Álava;68.52;4.2;7.7;Adosado
2024-12-14;Albacete;72.42;3.2;6.6;Casa unifamiliar
